#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
vice_royalty_2_desc;建立王国及公国总督府;;;;;;;;;;x
duke_vice_royalties;允许王国及公国总督府;;;;;;;;;;x
PLOT_POWER_DESC;密谋通过获得更多有力支持者来提高成功率，高密谋值会解锁更多的特殊密谋决议和事件。让你的间谍主管在你的密谋目标的所在地建立间谍网将会进一步提高你的密谋成功率。;;;;;;;;;;x
LIEGE_ENDED_OTHER_WAR_PARTICIPATION_LOG;§Y$VASSAL$§!不再是§Y$VASSAL_WAR$§!的参与者，因为$PRONOUN$封君§Y$LIEGE$§!作为§Y$SIDE$§!加入了§Y$LIEGE_WAR$§!。;;;;;;;;;;x
LIEGE_ENDED_OTHER_WAR_LOG;§Y$VASSAL_WAR$§!结束了，因为§Y$LIEGE$§!作为§Y$SIDE$§!加入了§Y$LIEGE_WAR$§!。;;;;;;;;;;x
NOT_ANY_WAR_STARTS;无战争;;;;;;;;;;x
not_under_attack;非防御方;;;;;;;;;;x
temple_king_pagan_group;君王兼祭司;;;;;;;;;;x
EVTTITLE_CM_1402;叛乱的[From.PrimaryTitle.GetRulerTitle];;;;;;;;;;x
EVTDESC_CM_1410;我的[Root.GetLordLady]， 叛徒[From.GetTitledName]撕毁了 [From.GetHerHis]诺言，拒绝支援你反抗倭马亚王朝!;;;;;;;;;;x
TRIBAL_VASSAL_LEVY_CONTROL_ON;部落封臣将会向你提供常备军。\n;;;;;;;;;;x
TRIBAL_VASSAL_LEVY_CONTROL_OFF;部落封臣将会停止向你提供常备军。\n;;;;;;;;;;x
TRIBAL_VASSAL_TAX_INCOME_ON;部落封臣将会向你上缴税金。\n;;;;;;;;;;x
TRIBAL_VASSAL_TAX_INCOME_OFF;部落封臣将会停止向你上缴税金。\n;;;;;;;;;;x
LIEGE_TAX_TRIBAL;独立的部落或游牧领主不会从他们的封臣那收到税金;;;;;;;;;;x
CHRONICLE_WAR_WON;[From.GetTitledNameWithNick] 在战争中击败了 [Root.GetTitledNameWithNick]。;;;;;;;;;;x
CHRONICLE_WAR_WHITEPEACE;[From.GetTitledNameWithNick] 与 [Root.GetTitledNameWithNick]媾和。;;;;;;;;;;x
CHRONICLE_WAR_LOST;[From.GetTitledNameWithNick] 在与 [Root.GetTitledNameWithNick]的战争中战败了。;;;;;;;;;;x
