#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
eunuch;宦官;;;;;;;;;;x
eunuch_desc;此人已经被阉割成了一个阉人。;;;;;;;;;;x
blinded;致盲;;;;;;;;;;x
blinded_desc;这个人物已经被致盲而永久失明.;;;;;;;;;;x
born_in_the_purple;生于紫室;;;;;;;;;;x
born_in_the_purple_desc;这个角色生于紫室——字面意思就是「出生于紫色的房间」。这是一个专属于在位皇帝或女皇降生于皇宫紫色寝宫的子女的荣誉。他们的继承权要优先于父母登基以前就出生的兄长们。;;;;;;;;;;x
augustus;奥古斯都;;;;;;;;;;x
augustus_desc;此人是重生的罗马帝国的现任统治者，理应得到符合其身份的尊重。;;;;;;;;;;x
title_imperial_eunuch;大内侍;;;;;;;;;;x
title_imperial_eunuch_desc;大内侍， "睡在皇帝身边的人"是一项著名的预留给忠诚和谨慎的宦官的宫廷职位……;;;;;;;;;;x
title_court_eunuch;宫廷宦官;;;;;;;;;;x
title_court_eunuch_desc;宦官们在宫廷中发挥了许多有价值的作用，而且在有女性的场合也值得信任……;;;;;;;;;;x
vassal_castrate_decision;阉割[Root.GetTitledFirstName];;;;;;;;;;x
vassal_castrate_decision_desc;若他是你的囚犯，你可以下令阉割§Y[Root.GetTitledFirstName]§!，让它变成阉人。随后他将被释放，但不能再生育或拥有土地头衔。一种十分严厉的惩罚。;;;;;;;;;;x
vassal_blinding_decision;致盲 [Root.GetTitledFirstName];;;;;;;;;;x
vassal_blinding_decision_desc;如果[Root.GetSheHe]是你的囚犯，你可以下令致盲§Y[Root.GetTitledFirstName]§!然后释放[Root.GetHerHim]。这是拜占庭以不杀人的方式来对付政敌的常见做法，失明后的[Root.GetManWoman]将不再对王权产生威胁。;;;;;;;;;;x
opinion_castrated_me;阉割了我;;;;;;;;;;x
opinion_blinded_me;致盲了我;;;;;;;;;;x
opinion_castrated_family;阉割亲属;;;;;;;;;;x
opinion_blinded_family;致盲亲属;;;;;;;;;;x
opinion_loyal_servant;忠实的仆人;;;;;;;;;;x
nick_the_glorious;荣耀的;;;;;;;;;;x
nick_the_saint;圣徒;;;;;;;;;;x
EVTNAMELoR.1;叙利亚腓力斯丁行省;;;;;;;;;;x
EVTDESCLoR.1;我们已经从野蛮人手中解放了古老的叙利亚培勒舍蒂那行省让它重归罗马帝国。一次盛大的凯旋仪式将为完成此次壮举的英雄们举行，他们的姓名与他们的功绩永垂青史！;;;;;;;;;;x
EVTOPTALoR.1;帝国万岁！;;;;;;;;;;x
EVTNAMELoR.2;埃古普托斯行省;;;;;;;;;;x
EVTDESCLoR.2;埃及人民的黑暗时代已经过去，再次回归了罗马的统治。这片法老的土地同样是旧帝国的大好粮仓，并且它将在永世昌盛的罗马国家重新成为至关重要的基石……;;;;;;;;;;x
EVTNAMELoR.3;昔兰尼加行省;;;;;;;;;;x
EVTDESCLoR.3;昔兰尼加的公民们可以庆祝了，因为罗马法再一次屹立在这片贫瘠的土地上。文明世界目睹了又一个古罗马行省回归了这个最神圣的帝国的怀抱，愿它永离野蛮人残酷的魔掌。;;;;;;;;;;x
EVTNAMELoR.4;阿非利加行省;;;;;;;;;;x
