#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GetWeatherAdjective_Sunny;晴朗;;;;;;;;;;;;x
GetWeatherAdjective_Rainy;下雨;;;;;;;;;;;;x
GetWeatherAdjective_Snowy;下雪;;;;;;;;;;;;x
GetWeatherAdjective_Stormy;暴风;;;;;;;;;;;;x
GetWeatherAdjective_Windy;大风;;;;;;;;;;;;x
GetWeatherAdjective_Cloudy;多云;;;;;;;;;;;;x
GetWeatherAdjective_Foggy;大雾;;;;;;;;;;;;x
GetTemperature_Sweltering;闷热;;;;;;;;;;;;x
GetTemperature_Freezing;严寒;;;;;;;;;;;;x
GetTemperature_Cold;寒冷;;;;;;;;;;;;x
GetTemperature_Warm;温暖;;;;;;;;;;;;x
GetHolding_Castle_1;城堡;;;;;;;;;;;;x
GetHolding_Castle_2;城堡;;;;;;;;;;;;x
GetHolding_Castle_3;宫殿;;;;;;;;;;;;x
GetHolding_Temple_1;神殿;;;;;;;;;;;;x
GetHolding_Nomad_1;营帐;;;;;;;;;;;;x
GetHolding_Nomad_2;王帐;;;;;;;;;;;;x
GetHolding_Nomad_3;宫殿;;;;;;;;;;;;x
GetHolding_Tribal_1;村庄;;;;;;;;;;;;x
GetHolding_Tribal_2;城镇;;;;;;;;;;;;x
GetHolding_Tribal_3;堡垒;;;;;;;;;;;;x
GetHolding_City_1;城市;;;;;;;;;;;;x
GetHolding_City_2;城市;;;;;;;;;;;;x
GetHolding_City_3;大都会;;;;;;;;;;;;x
GetHolding_Fallback_1;首府;;;;;;;;;;;;x
GetHouseOfWorship_Christian;教堂;;;;;;;;;;;;x
GetHouseOfWorship_Muslim;清真寺;;;;;;;;;;;;x
GetHouseOfWorship_Pagan;神庙;;;;;;;;;;;;x
GetHouseOfWorship_Zoroastrian;神庙;;;;;;;;;;;;x
GetHouseOfWorship_Jewish;犹太会堂;;;;;;;;;;;;x
GetHouseOfWorship_Hindu;神庙;;;;;;;;;;;;x
GetHouseOfWorship_Buddhist;寺庙;;;;;;;;;;;;x
GetHouseOfWorship_Jain;寺庙;;;;;;;;;;;;x
EVTDESC_MNM_6250_A;在经过深思熟虑后，我决定把[assassin_protege_1.GetFirstName]训练成一名阴影中的刺客。[assassin_protege_1.GetSheHeCap]在一些事情上一直表现出钢铁般的决心，我认为[assassin_protege_1.GetSheHe]比[assassin_protege_1.GetSheHe]想的要更聪明……这或许是一条危险的道路，但在我的培养下，也许[assassin_protege_1.GetSheHe]能表现的更加出色。;;;;;;;;;;;;x
EVTDESC_MNM_6250_B;今天，一个试图偷我钱的小孩被当场抓住了。当我的卫兵抓到人的时候，我从[assassin_protege.GetHerHis]眼中感受到了不屈的意志。这让我想到阿萨辛派交给我的任务，我不知道这孩子是否像[assassin_protege.GetSheHe]看上去那样灵巧——但或许这孩子将来可以为我所用？;;;;;;;;;;;;x
EVTOPTA_MNM_6250;我会和[assassin_protege_1.GetTitledFirstName]谈谈有关[assassin_protege_1.GetHerHis]潜能的事情。;;;;;;;;;;;;x
EVTOPTA_MNM_6250_TT;你开始训练§Y[assassin_protege_1.GetTitledFirstName]§!。\n;;;;;;;;;;;;x
EVTOPTB_MNM_6250;也许[assassin_protege_2.GetTitledFirstName]更适合这个……;;;;;;;;;;;;x
EVTOPTB_MNM_6250_TT;你开始训练§Y[assassin_protege_2.GetTitledFirstName]§!。\n;;;;;;;;;;;;x
