#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC61152;借口精神失常把你关押起来的前摄政者在宫廷中已不再具有影响力。新摄政者释放了你。;;;;;;;;;;x
EVTOPTA61152;太晚了。;;;;;;;;;;x
EVTOPTB61152;小心，全世界！我来了！;;;;;;;;;;x
EVTDESC61219;你成功挫败了对手夺取摄政地位的企图，可以继续侍奉[Root.Liege.GetTitledFirstName]了。;;;;;;;;;;x
EVTDESC61245;[From.GetTitledFirstName]拒绝接受你的挑战，[From.GetSheHe]真是个没种的懦夫！;;;;;;;;;;x
EVTOPTA61245;懦夫！胆小鬼！;;;;;;;;;;x
EVTDESC61246;眼见逃脱无望，[From.GetTitledFirstName]决定将摄政的位置让给你。;;;;;;;;;;x
EVTOPTA61246;这很容易。;;;;;;;;;;x
EVTDESC61226;对手的鲜血在地面流淌，你则倚靠在剑上喘气.这是场短暂而激烈的战斗，不过那个可怜的蠢货现在正遍体鳞伤地趴在你的脚边，可怜地挣扎着。胜利属于你！;;;;;;;;;;x
EVTDESC61225;对手的鲜血在地面流淌，你则倚靠在剑上喘气。这是场短暂而激烈的战斗，不过那个可怜的蠢货最终还是在你的脚边死去了。;;;;;;;;;;x
EVTDESC61212;[Root.Regent.GetFirstName]用[Root.Regent.GetHerHis]匕首狠狠地刺过来，千钧一发之际，你险些没有躲开。卫兵迅速冲进来，制服了你的摄政者。[Root.Regent.GetSheHe]尖声叫着，「你怎么还不死？！」;;;;;;;;;;x
EVTTOOLTIP61213;被关入地牢。;;;;;;;;;;x
YEARLY_INCOME_LESS_THAN;年收入少于;;;;;;;;;;x
YEARLY_INCOME_GREATER_THAN;年收入多于;;;;;;;;;;x
DE_JURE_LIEGE_CHANGED_NONE_SETUP;分封头衔改变法理领主;;;;;;;;;;x
DE_JURE_LIEGE_CHANGED_NONE_LOG;经过§Y$NEW_LIEGE$§!长达§Y$YEARS$§!年的统治，§Y$TITLE$§!现在已成为其法理领土。;;;;;;;;;;x
TITLE_CANNOT_USURP_REL_HEADS;不能篡夺宗教领袖的头衔;;;;;;;;;;x
INTERACTION_REQUIRES_NOT_IN_REVOLT;§Y[Actor.GetTitledFirstName]§!不在叛军;;;;;;;;;;x
INTERACTION_REQUIRES_TP_IS_NOT_LIEGE;§Y[Actor.GetTitledFirstName]§!不是§Y[ThirdPartyCharacter.GetTitledFirstName]§!的封臣;;;;;;;;;;x
BROKEN_SAVEGAME;§R存档损坏§!;;;;;;;;;;x
