#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
IDLE;停止;;;;;;;;;;x
ISNT_WICKED;非邪恶的;;;;;;;;;;x
IS_WICKED;邪恶的;;;;;;;;;;x
ISNT_VIRTOUS;不善良的;;;;;;;;;;x
IS_VIRTOUS;善良的;;;;;;;;;;x
ISNT_NEUTRAL;非中立的;;;;;;;;;;x
IS_NEUTRAL;中立的;;;;;;;;;;x
SM_EFFECT_VOLUME;音效音量;;;;;;;;;;x
SM_MASTER_VOLUME;主音量;;;;;;;;;;x
SM_MUSIC_VOLUME;音乐;;;;;;;;;;x
SM_DEATH_SOUND;人物死亡音效;;;;;;;;;;x
ReapersDLC;死神索命;;;;;;;;;;x
release_tributary;释放朝贡国;;;;;;;;;;x
release_tributary_desc;你可以选择不再保护你的朝贡国。这会降低你的威望，但你将能够再次攻打他们;;;;;;;;;;x
employ_court_physician;雇佣宫廷医师;;;;;;;;;;x
employ_court_physician_desc;下令派出信使寻找§Y宫廷医师§!的候选人。你或许不得不花费一些钱财来劝诱他们到你的宫廷。如果你已经有了一位§Y宫廷医师§!并且选择雇佣一个新的医生，那么原宫廷医师会辞去职务。;;;;;;;;;;x
employ_court_physician_tooltip;让全国范围内都知道你在寻找宫廷医师的候选人。\n;;;;;;;;;;x
EVTDESC_RIP_11050;你派出了许多信使和探子，在领地各处寻找愿意在宫内服务的名医。如有收获，立即禀报。但希望他们不会带回来庸医……;;;;;;;;;;x
EVTOPTA_RIP_11050;我希望我不用等太长时间。;;;;;;;;;;x
EVTOPTA_RIP_11053;我改主意了，我不需要[recruited_physician_target.GetHerHis]为我服务。;;;;;;;;;;x
EVTDESC_RIP_11053_VILLAGE_DRUNKARD;你的探子禀报说一位医术高超的医生住在临近的村子里。尽管[recruited_physician_target.GetSheHe]没有正规学习过医术而且还是一个酒鬼，但农民们都发誓说[recruited_physician_target.GetSheHe]能治百病。这位'[recruited_physician_target.GetFullName]'很容易就能被说服去你的宫廷里任职。;;;;;;;;;;x
EVTOPTB_RIP_11053;我愿意冒这个险。;;;;;;;;;;x
EVTDESC_RIP_11053_SHIPS_PHYSICIAN;一份报告称一艘船刚刚停泊在[physician_port_target.GetName]。这艘船被称为'暴风之[recruited_physician_target.Religion.GetRandomGodNameCap]'，并且在船上有一位叫[recruited_physician_target.GetFirstNameWithNick]的医术高超的医生，目前受雇于此船的船长。如果你赠予贪婪的医生大量的黄金，[recruited_physician_target.GetSheHe]就必定会转而到你的宫廷任职！;;;;;;;;;;x
EVTOPTC_RIP_11053;为了健康花再多钱我也愿意。;;;;;;;;;;x
EVTDESC_RIP_11053_WISE_DWARF;你的探子禀报说有一位医术高超的医生可能住在[physician_forest_target.GetName]的深林中。这位医生是一个叫[recruited_physician_target.GetFirstName]的侏儒，只会在治疗附近村子里的孩子时才会出山。在恩威并施之下，[recruited_physician_target.GetSheHe]会不情愿地答应来到你的宫廷任职。;;;;;;;;;;x
EVTOPTD_RIP_11053;[recruited_physician_target.GetManWoman]是一个奇怪的侏儒，但是医术高明！把[recruited_physician_target.GetHerHim]带到我的宫廷里。;;;;;;;;;;x
EVTDESC_RIP_11053_JEWISH_EXILE;在你寻求招募宫廷医师消息传出去不久，一个被流放的犹太人来到你的宫廷。这位被流放的犹太人自称为[recruited_physician_target.GetFullName]并且解释说[recruited_physician_target.GetSheHe]曾任多位统治者的医生，如果报酬丰厚，也将提供[recruited_physician_target.GetHerHis]服务。;;;;;;;;;;x
EVTOPTE_RIP_11053;我接受你慷慨的提议！;;;;;;;;;;x
EVTDESC_RIP_11053_CONDEMNED_SORCERER;你的[Root.GetSpymasterName]，[Root.job_spymaster.GetTitledFirstName]报告说一个异端术士在[sorcerer_city_target.GetName]被抓住关进了牢里。这个'术士'看上去治好了其他的囚犯。尽管[recruited_physician_target.GetSheHe]将于午时斩首，但你可以赦免[recruited_physician_target.GetHerHim]并且雇佣[recruited_physician_target.GetHerHim]。;;;;;;;;;;x
EVTOPTF_RIP_11053;虽然他是一个叛经离道的异端……但我确实需要一位医生！;;;;;;;;;;x
EVTDESC_RIP_11053_CYNICAL_CLERGYMAN;在你放出消息，希望招募一名宫廷医师不久后，一位来自[clergyman_temple_target.GetName]的[Root.Religion.GetPriestTitle]来到了你的宫廷。这位愤世嫉俗的[Root.Religion.GetPriestTitle]自称[recruited_physician_target.GetFirstNameWithNick]，表达了希望侍奉你的愿望。然而，其他[Root.Religion.GetPriestTitle]都对此人唯恐避之不及，宗教当局恐怕不会满意……;;;;;;;;;;x
