#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
d_nubia;马库里亚;;;;;;;;;;x
d_nubia_adj;马库里亚;;;;;;;;;;x
LIEGEPIETY_HEADER;领主的[Player.Religion.GetPietyName];;;;;;;;;;x
major_river_crossing;主河道横渡;;;;;;;;;;x
realm_job_spiritual;领内的$TITLE$;;;;;;;;;;x
job_spiritual_finnish_pagan;祭司;;;;;;;;;;x
job_spiritual_finnish_pagan_reformed;祭司;;;;;;;;;;x
job_spiritual_baltic_pagan;祭司;;;;;;;;;;x
job_spiritual_baltic_pagan_reformed;祭司;;;;;;;;;;x
job_spiritual_slavic_pagan;祭司;;;;;;;;;;x
job_spiritual_slavic_pagan_reformed;祭司;;;;;;;;;;x
job_spiritual_tengri_pagan;萨满;;;;;;;;;;x
job_spiritual_tengri_pagan_reformed;萨满;;;;;;;;;;x
job_spiritual_zoroastrian;穆贝德;;;;;;;;;;x
nick_hardeknud;哈德克努特;;;;;;;;;;x
steppe;大草原;;;;;;;;;;x
TOGGLE_LOOTER_FAIL_CHARALLOWED;领主允许掠夺;;;;;;;;;;x
TOGGLE_LOOTER_FAIL_INOWNLAND;部队正处于友好领土之上;;;;;;;;;;x
TOGGLE_LOOTER_FAIL_MERC;部队中没有雇佣军;;;;;;;;;;x
TOGGLE_LOOTER_FAIL_ISATTACHED;该部队未配属于另一部队;;;;;;;;;;x
TOGGLE_LOOTER_FAIL_HASATTACHED;该部队无任何附属部队;;;;;;;;;;x
INTERACTION_GRANT_GAVELKIND_EXPLOIT;§Y$NAME$§!作为你的长子，在均分继承法下不能被授予§Y$TITLE$§!;;;;;;;;;;x
ca_steppe_barracks_1;蒙古勇士军营;;;;;;;;;;x
ca_steppe_barracks_2;蒙古勇士军营;;;;;;;;;;x
ca_steppe_barracks_3;蒙古勇士军营;;;;;;;;;;x
ca_steppe_barracks_4;蒙古勇士军营;;;;;;;;;;x
ca_steppe_barracks_5;蒙古勇士军营;;;;;;;;;;x
ca_steppe_barracks_6;蒙古勇士军营;;;;;;;;;;x
ca_steppe_stable_1;蒙古铁骑牧场;;;;;;;;;;x
ca_steppe_stable_2;蒙古铁骑牧场;;;;;;;;;;x
ca_steppe_stable_3;蒙古铁骑牧场;;;;;;;;;;x
ca_steppe_stable_4;蒙古铁骑牧场;;;;;;;;;;x
ca_steppe_stable_5;蒙古铁骑牧场;;;;;;;;;;x
ca_steppe_stable_6;蒙古铁骑牧场;;;;;;;;;;x
CK2CoA3DLC;王朝盾徽包3;;;;;;;;;;x
NorseUnitPackDLC;诺斯单位包;;;;;;;;;;x
NorsePortraitsDLC;诺斯人肖像;;;;;;;;;;x
ca_steppe_barracks_desc;蒙古人注重骑兵训练，但同时却忽视了步兵训练。不过在这些军营里训练的战士更善于使自己在战场上立于不败之地;;;;;;;;;;x
ca_steppe_stable_desc;大草原最适于作战，而且游牧民族的战术文化知道怎么利用这一优势。这些牧场能够产生优良的轻骑兵和马上神箭手。;;;;;;;;;;x
ca_culture_nahuatl_1;美洲虎武士军营;;;;;;;;;;x
ca_culture_nahuatl_2;美洲虎武士军营;;;;;;;;;;x
ca_culture_nahuatl_3;美洲虎武士军营;;;;;;;;;;x
ca_culture_nahuatl_4;美洲虎武士军营;;;;;;;;;;x
ca_culture_nahuatl_1_desc;无畏的美洲虎武士在此地接受训练。他们代表了阿兹特克战争机器中的精英。总所周知，所有军队只要看到美洲虎武士们的盔甲那覆盖着的斑纹点点的皮毛，都会溃不成军。;;;;;;;;;;x
pagan_group_succ_desc_1;去见众神了。;;;;;;;;;;x
pagan_group_succ_desc_4;为来世铺平了道路。;;;;;;;;;;x
pagan_group_succ_desc_8;与众神共享仙馔琼浆;;;;;;;;;;x
norse_pagan_succ_desc_3;被众瓦尔基丽女武神挑选走了;;;;;;;;;;x
norse_pagan_reformed_succ_desc_3;被众瓦尔基丽女武神挑选走了;;;;;;;;;;x
norse_pagan_succ_desc_4;为通往阿萨神域铺平道路。;;;;;;;;;;x
norse_pagan_reformed_succ_desc_4;为通往阿萨神域铺平道路。;;;;;;;;;;x
norse_pagan_succ_desc_8;在瓦尔哈拉英灵殿飨宴;;;;;;;;;;x
norse_pagan_reformed_succ_desc_8;在瓦尔哈拉英灵殿飨宴;;;;;;;;;;x
muslim_succ_desc_1;正在极乐园享用白葡萄干。;;;;;;;;;;x
muslim_succ_desc_2;骑着天园的白骆驼。;;;;;;;;;;x
muslim_succ_desc_3;蒙安拉宠召;;;;;;;;;;x
muslim_succ_desc_4;为通往天园铺平道路。;;;;;;;;;;x
muslim_succ_desc_8;与众天园美女共处;;;;;;;;;;x
west_african_pagan_succ_desc_1;去追随列祖列宗的英灵;;;;;;;;;;x
west_african_pagan_reformed_succ_desc_1;已经加入了先祖的行列;;;;;;;;;;x
DE_JURE_INDP_DESC;法理独立成为§Y$TITLE$§!的进度（§Y$YEARS$§!/$NEEDED_YEARS$年）;;;;;;;;;;x
EVTDESC_TOG_4016;[Root.GetTitledFirstName]阁下，祝您健康。我叫帕纳托克，我致力于组建一个为索尔与奥丁献身的勇士兄弟会。在吕根的海滨航行时，我发现了一个建设据点的绝佳地址，我请求您能让我使用那片土地。\n\n此致，\n[From.GetTitledName];;;;;;;;;;x
EVTDESC_TOG_4026;[Root.GetTitledFirstName]阁下，祝您健康。我叫帕纳托克，我致力于组建一个为索尔与奥丁献身的勇士兄弟会。在威尔勒的海滨航行时，我发现了一个建设据点的绝佳地址，我请求您能让我使用那片土地。\n\n此致，\n[From.GetTitledName];;;;;;;;;;x
INTERACTION_CONSORT_NOT_PREGNANT;侍妾必须不是怀孕状态。;;;;;;;;;;x
SETTLEMENT_LOOTED_LOG;§Y$SETTLEMENT$§!被§Y$LOOTER$§!劫掠了，强盗劫走了§Y$LOOT$§!¤;;;;;;;;;;x
EVTDESC20377;主上，[From.Location.GetName]当地的贵族[FromFrom.GetTitledName]企图用暗杀让我永远闭嘴！万幸的是我设法逃过此劫。我会继续散播关于[FromFrom.GetHerHis]腐败的谣言，以在[FromFrom.GetHerHis]封臣中败坏[FromFrom.GetHerHis]名声。\n\n您谦卑的间谍总管，\n[From.GetTitledName];;;;;;;;;;x
